time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),rain (mm),snowfall (cm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),is_day ()
2021-08-26T07:00,15.6,83,12.7,14.6,0,0,1015.9,12.3,339,25.2,16.2,0.206,1
2021-08-26T08:00,16.3,78,12.5,14.9,0,0,1016,15.3,330,25.2,16.4,0.206,1
2021-08-26T09:00,17,74,12.3,14.4,0.2,0,1016.1,22.4,345,42.5,16.9,0.207,1
2021-08-26T10:00,17.5,67,11.4,15,0,0,1016.1,20.4,339,43.2,17.4,0.206,1
2021-08-26T11:00,17.7,68,11.8,14.7,0.1,0,1016.1,24.7,337,47.9,18.1,0.206,1
2021-08-26T12:00,17.8,68,11.7,15,0.1,0,1016.1,22.8,339,48.2,18.4,0.206,1
2021-08-26T13:00,16.6,75,12.1,14.3,0,0,1016.5,20.5,342,50.4,18.2,0.207,1
2021-08-26T14:00,16.5,76,12.2,14.4,0.3,0,1016.4,19.5,337,40.7,17.7,0.209,1
2021-08-26T15:00,16.9,75,12.5,14.5,0.3,0,1016.1,21.7,336,41.4,17.5,0.211,1
2021-08-26T16:00,16.4,78,12.6,14.3,0.1,0,1015.9,20.1,331,41.8,17.3,0.211,1
2021-08-26T17:00,16.5,77,12.5,14.1,0,0,1015.5,22.1,336,45.4,17.2,0.211,1
2021-08-26T18:00,16.3,79,12.6,14.5,0,0,1015.3,18.2,335,41.8,17.1,0.211,1
2021-08-26T19:00,15.9,82,12.9,14.7,0,0,1015.4,14,331,33.5,16.8,0.211,1
2021-08-26T20:00,15.1,86,12.9,14.8,0,0,1015.6,8.2,331,25.6,16.4,0.211,0
2021-08-26T21:00,14,91,12.5,13.8,0,0,1016,7,339,14.4,15.7,0.211,0
2021-08-26T22:00,14.1,89,12.3,13.4,0,0,1016.4,9.7,4,16.6,15.3,0.211,0
2021-08-26T23:00,14.7,85,12.2,13.5,0,0,1016.7,12.6,20,22.3,15.2,0.211,0
2021-08-27T00:00,14.2,86,11.9,13.2,0,0,1017.2,11.4,28,22.7,15,0.21,0
2021-08-27T01:00,13.7,89,11.9,13,0,0,1017.6,8.4,20,20.2,14.6,0.204,0
2021-08-27T02:00,12.9,92,11.7,12.5,0,0,1017.5,6.2,10,14,14.4,0.204,0
2021-08-27T03:00,12.5,93,11.4,12.1,0,0,1017.6,5.8,4,10.1,14.1,0.204,0
2021-08-27T04:00,12.2,92,11,11.6,0,0,1017.9,6.1,357,10.1,13.8,0.204,0
2021-08-27T05:00,12.4,92,11.1,11.9,0,0,1017.8,6.3,329,10.1,13.6,0.204,0
2021-08-27T06:00,12.6,92,11.4,12.1,0,0,1017.6,6.4,317,11.2,13.6,0.204,1
2021-08-27T07:00,13.6,89,11.9,13.1,0,0,1018,7.9,317,13,13.8,0.204,1
2021-08-27T08:00,15.5,83,12.6,15.4,0,0,1018.4,6.3,329,14,14.7,0.204,1
2021-08-27T09:00,16.6,75,12.1,15.5,0,0,1018.6,11.7,9,27.4,15.8,0.203,1
2021-08-27T10:00,17.3,73,12.4,16.3,0,0,1018.9,11.8,12,32.4,16.7,0.203,1
2021-08-27T11:00,18,70,12.6,17.3,0,0,1019,10.8,4,32.4,17.7,0.202,1
2021-08-27T12:00,18.7,69,12.8,17.5,0.1,0,1018.6,14.2,351,33.5,18.7,0.202,1
2021-08-27T13:00,18.8,61,11.1,16.6,0.1,0,1019,17.7,4,36,18.9,0.201,1
2021-08-27T14:00,19,59,10.9,16.6,0.1,0,1018.6,19.2,354,38.5,19.5,0.2,1
2021-08-27T15:00,17.7,69,12,15.2,0.1,0,1018.7,21.6,342,42.1,19.1,0.2,1
2021-08-27T16:00,17.7,68,11.7,14.9,0.1,0,1018.5,22.7,337,43.6,18.7,0.2,1
2021-08-27T17:00,17.8,67,11.5,14.7,0,0,1018.6,24.5,343,48.2,18.6,0.199,1
2021-08-27T18:00,16.9,70,11.5,14.1,0,0,1018.9,22.8,348,47.2,18.2,0.199,1
2021-08-27T19:00,16.2,76,11.9,14.2,0,0,1018.9,17.8,346,42.5,17.6,0.199,1
2021-08-27T20:00,15.4,80,11.9,13.6,0,0,1019.2,16.2,343,32.8,16.9,0.199,0
2021-08-27T21:00,15.1,81,11.8,13.5,0,0,1019.4,14.7,343,29.5,16.3,0.199,0
2021-08-27T22:00,15,81,11.8,13.4,0,0,1019.3,14.8,342,27.4,16,0.199,0
2021-08-27T23:00,14.6,87,12.5,13.4,0,0,1019.4,13.5,344,26.6,15.7,0.199,0
2021-08-28T00:00,14.4,90,12.9,13.6,0,0,1019.3,12.2,346,24.5,15.5,0.199,0
2021-08-28T01:00,14.1,95,13.2,13.9,0,0,1019.9,8.6,338,21.6,15.3,0.198,0
2021-08-28T02:00,13.6,95,12.8,13.2,0,0,1019.6,8.7,336,15.1,14.9,0.198,0
2021-08-28T03:00,13.5,96,12.8,13.2,0,0,1019.6,7.9,336,15.1,14.6,0.198,0
2021-08-28T04:00,13.6,95,12.8,13.3,0,0,1019.6,8.2,331,15.1,14.5,0.198,0
2021-08-28T05:00,13.8,94,12.8,13.4,0,0,1019.4,8.4,335,14.8,14.3,0.198,0
2021-08-28T06:00,13.7,93,12.6,13.2,0,0,1019.2,8.6,327,14.8,14.2,0.198,1
2021-08-28T07:00,14.7,89,12.8,14.1,0,0,1019.4,10.4,326,17.6,14.3,0.198,1
2021-08-28T08:00,16.5,82,13.5,15.9,0,0,1019.7,11.5,346,21.6,15.2,0.198,1
2021-08-28T09:00,17.6,77,13.5,16.3,0,0,1019.6,16.3,6,29.5,16.1,0.198,1
2021-08-28T10:00,18.7,76,14.4,17.9,0.1,0,1019.8,15.1,3,39.2,17.3,0.198,1
2021-08-28T11:00,18.7,75,14.3,17.7,0,0,1020,16.6,5,39.2,18.4,0.197,1
2021-08-28T12:00,18.8,76,14.4,17.8,0.1,0,1020.2,17,4,37.1,18.8,0.197,1
2021-08-28T13:00,17.6,80,14.1,16.9,0,0,1020.2,14.2,353,36.7,19.2,0.198,1
2021-08-28T14:00,19.3,67,13.1,17.7,0.1,0,1020.1,17.4,7,34.2,19.3,0.198,1
2021-08-28T15:00,19.5,64,12.5,17.6,0,0,1019.9,19,10,38.2,19.5,0.197,1
2021-08-28T16:00,18.8,68,12.8,16.5,0,0,1020,21.6,4,41.8,19.3,0.197,1
2021-08-28T17:00,18,73,13.1,16.1,0,0,1020.3,19.4,1,42.1,18.8,0.196,1
2021-08-28T18:00,17.6,74,13,15.8,0,0,1020.2,18.4,2,38.2,18.4,0.196,1
2021-08-28T19:00,17.1,77,13,15.7,0,0,1020.3,16.6,358,34.2,17.9,0.195,1
2021-08-28T20:00,16.2,83,13.2,14.9,0,0,1020.7,15.9,357,30.6,17.4,0.195,0
2021-08-28T21:00,15.3,87,13.2,14.3,0,0,1021.2,14.4,3,29.2,16.8,0.195,0
2021-08-28T22:00,15.6,86,13.3,14.7,0,0,1021.2,13,3,25.9,16.4,0.195,0
2021-08-28T23:00,15.4,87,13.2,14.5,0,0,1021.4,13.4,5,23.8,16.2,0.195,0
2021-08-29T00:00,14.6,91,13.1,13.8,0,0,1021.5,11.9,3,23.8,15.8,0.195,0
2021-08-29T01:00,13.2,93,12.1,12.7,0,0,1021.4,7.9,344,21.2,15.2,0.193,0
2021-08-29T02:00,13.4,92,12.2,13.1,0,0,1021.1,6.9,332,13.7,14.9,0.193,0
2021-08-29T03:00,14,90,12.4,13.5,0,0,1021.1,8.4,340,14.4,14.8,0.194,0
2021-08-29T04:00,14.1,89,12.2,13.7,0.1,0,1021,7.6,352,15.1,14.8,0.195,0
2021-08-29T05:00,14.1,89,12.2,13.7,0,0,1020.5,7.6,335,13.3,14.7,0.195,0
2021-08-29T06:00,13.6,92,12.4,13.2,0,0,1020.5,7.6,341,13.3,14.4,0.195,1
2021-08-29T07:00,14.5,90,12.9,13.9,0.1,0,1020.4,10.9,352,17.6,14.5,0.196,1
2021-08-29T08:00,15.8,85,13.2,15,0,0,1020.4,12.6,360,23.4,15.2,0.196,1
2021-08-29T09:00,16.5,80,13,15.3,0,0,1020.4,14.9,353,28.4,15.8,0.196,1
2021-08-29T10:00,17.4,73,12.6,15.6,0,0,1020.4,18.4,358,37.4,16.6,0.195,1
2021-08-29T11:00,18.1,68,12.2,15.8,0,0,1020.3,20.7,353,41,17.4,0.195,1
2021-08-29T12:00,18.3,64,11.4,15.6,0,0,1020.1,21.7,349,42.5,17.8,0.194,1
2021-08-29T13:00,16.8,75,12.4,15.4,0,0,1020.6,14.5,333,42.8,17.5,0.197,1
2021-08-29T14:00,16.6,75,12.1,14.5,0.1,0,1020.5,19,345,37.4,17.4,0.197,1
2021-08-29T15:00,17.2,68,11.4,14.4,0,0,1020.1,22.3,339,42.8,17.8,0.197,1
2021-08-29T16:00,17.2,67,11,14,0,0,1019.9,24.4,338,47.2,17.9,0.196,1
2021-08-29T17:00,16.5,75,12,14.6,0,0,1019.6,17.7,322,47.5,17.4,0.196,1
2021-08-29T18:00,16.4,81,13.1,14.5,0.2,0,1019,19.9,319,36.4,17,0.197,1
2021-08-29T19:00,16.2,88,14.2,15.1,0.4,0,1018.9,16.6,330,37.1,16.6,0.2,1
2021-08-29T20:00,15.9,93,14.9,15.7,1.8,0,1018.7,12.8,344,29.9,16.2,0.222,0
2021-08-29T21:00,16.1,93,14.9,15.6,0.3,0,1018.8,14.4,3,25.6,15.9,0.225,0
2021-08-29T22:00,16,93,15,15.9,0.2,0,1018.8,12.4,10,25.9,15.8,0.226,0
2021-08-29T23:00,15.8,94,14.9,15.5,0,0,1018.9,13,14,23.4,15.7,0.225,0
2021-08-30T00:00,15.5,94,14.6,15,0,0,1019.1,13.6,17,24.8,15.5,0.225,0
2021-08-30T01:00,14.5,94,13.6,14,0,0,1019.7,11.7,9,24.1,15.7,0.202,0
2021-08-30T02:00,14.3,95,13.5,14.1,0,0,1019.8,8.7,7,20.5,15.2,0.202,0
2021-08-30T03:00,14.1,95,13.3,13.9,0,0,1019.9,9,5,15.8,14.8,0.202,0
2021-08-30T04:00,14.4,95,13.5,14,0,0,1019.8,10.5,8,18.7,14.6,0.202,0
2021-08-30T05:00,14.4,94,13.5,14.1,0,0,1019.6,9.8,8,18.7,14.5,0.202,0
2021-08-30T06:00,13.8,95,13,13.7,0,0,1019.7,7.2,6,17.3,14.3,0.202,1
2021-08-30T07:00,14.9,92,13.6,14.7,0,0,1019.8,9.4,353,15.1,14.4,0.202,1
2021-08-30T08:00,16.4,87,14.3,16.3,0,0,1019.9,10.5,344,19.8,15.2,0.202,1
2021-08-30T09:00,18,85,15.4,17.8,0,0,1020,13.9,350,25.2,16.2,0.201,1
2021-08-30T10:00,18.7,81,15.3,17.4,0.2,0,1020.1,21.5,14,39.2,16.9,0.202,1
2021-08-30T11:00,19.2,80,15.8,17.9,0.2,0,1020.2,22.4,11,42.5,17.5,0.203,1
2021-08-30T12:00,19.9,78,15.9,18.7,0.3,0,1020.1,22.1,12,43.6,18.3,0.205,1
2021-08-30T13:00,19.3,75,14.8,18.1,0.1,0,1020.7,19.1,3,42.8,18.6,0.204,1
2021-08-30T14:00,18.9,80,15.4,17.8,0.4,0,1020.5,20.5,358,39.6,18.6,0.206,1
2021-08-30T15:00,19.6,75,14.9,18.7,0.1,0,1020.5,17.3,360,40,18.8,0.206,1
2021-08-30T16:00,19.9,71,14.4,18.4,0,0,1020.4,20.2,4,38.9,19.1,0.206,1
2021-08-30T17:00,18.7,79,15,17.6,0,0,1020.4,19.2,354,39.2,18.9,0.205,1
2021-08-30T18:00,18.3,80,14.8,17.1,0,0,1020.5,18.9,351,37.4,18.6,0.204,1
2021-08-30T19:00,17.5,81,14.2,16.3,0,0,1020.7,18,358,36,18.2,0.204,1
2021-08-30T20:00,16.9,82,13.9,15.6,0,0,1021.2,17.6,360,33.1,17.6,0.204,0
2021-08-30T21:00,16.2,86,13.9,15.2,0,0,1021.5,15.5,360,32,17.1,0.204,0
2021-08-30T22:00,15.6,90,13.9,14.9,0,0,1021.7,13.7,360,28.4,16.6,0.204,0
2021-08-30T23:00,15.5,91,14.1,15,0,0,1021.7,12.6,3,24.1,16.3,0.203,0
2021-08-31T00:00,15.7,91,14.2,15.3,0,0,1021.9,12,9,22.7,16.2,0.203,0
2021-08-31T01:00,14.6,94,13.6,14.4,0,0,1022.8,9.4,360,21.6,16.3,0.197,0
2021-08-31T02:00,14.5,94,13.6,14.3,0,0,1022.9,9,360,16.6,15.8,0.197,0
2021-08-31T03:00,14.2,95,13.5,14,0,0,1022.9,9.1,9,16.2,15.5,0.197,0
2021-08-31T04:00,14.1,96,13.5,13.9,0,0,1023,8.8,12,15.8,15.2,0.197,0
2021-08-31T05:00,13.8,97,13.3,13.6,0,0,1023.2,8.8,19,15.8,15,0.197,0
2021-08-31T06:00,13.3,97,12.9,13.2,0,0,1023.3,7.1,24,15.1,14.7,0.197,1
2021-08-31T07:00,14.2,96,13.5,14.1,0,0,1023.7,8.4,25,13.3,14.7,0.197,1
2021-08-31T08:00,15.8,90,14.1,15.7,0,0,1024.1,9.4,32,19.1,15.4,0.197,1
2021-08-31T09:00,17.3,81,14.1,17.1,0,0,1024.1,10.8,30,23.8,16.5,0.196,1
2021-08-31T10:00,18.8,73,13.9,18.2,0,0,1024.3,12.8,22,27,17.8,0.195,1
2021-08-31T11:00,20.1,65,13.2,19.2,0,0,1024.8,13.7,18,30.2,19.1,0.194,1
2021-08-31T12:00,20.6,58,12.1,19.3,0,0,1024.7,12.9,18,29.9,19.9,0.193,1
2021-08-31T13:00,19.5,65,12.8,18.6,0,0,1025.3,12.4,17,30.2,20.2,0.194,1
2021-08-31T14:00,20,62,12.6,18.8,0.1,0,1025.5,14.1,15,30.2,20.3,0.194,1
2021-08-31T15:00,19.9,62,12.4,18.3,0,0,1025.2,15.6,15,31.7,20.3,0.192,1
2021-08-31T16:00,19.7,63,12.5,18.1,0,0,1025.2,16.4,9,33.8,20.3,0.192,1
2021-08-31T17:00,19.1,67,12.9,17.6,0,0,1025.2,16.6,2,32.8,20,0.191,1
2021-08-31T18:00,18.4,71,13.2,17.1,0,0,1025,16,9,32.4,19.5,0.19,1
2021-08-31T19:00,17.5,79,13.8,16.4,0,0,1025.2,16.3,5,30.2,18.8,0.19,1
2021-08-31T20:00,16.6,86,14.2,15.7,0,0,1025.7,15.5,3,30.2,18.1,0.19,0
2021-08-31T21:00,16.2,87,13.9,15.1,0,0,1026.1,16.3,14,29.5,17.5,0.19,0
2021-08-31T22:00,15.5,86,13.2,14,0,0,1026.4,17.2,20,31.7,17,0.19,0
2021-08-31T23:00,14.9,87,12.7,13.9,0,0,1026.8,12.6,20,31,16.5,0.19,0
2021-09-01T00:00,15,86,12.8,14.7,0,0,1027.1,8.3,18,22.3,16.2,0.19,0
2021-09-01T01:00,15.4,81,12.2,15.1,0,0,1027.3,7.3,11,15.1,17.1,0.187,0
2021-09-01T02:00,15.4,81,12.2,15.2,0,0,1027.4,6.4,16,13,16.8,0.187,0
2021-09-01T03:00,15.2,83,12.3,15.2,0,0,1027.3,5,30,11.2,16.4,0.187,0
2021-09-01T04:00,15.1,86,12.7,15.5,0,0,1027.2,3.1,36,9,16.2,0.187,0
2021-09-01T05:00,15,84,12.4,15.2,0,0,1027,3.6,354,6.1,15.9,0.187,0
2021-09-01T06:00,15,84,12.3,15.3,0,0,1027,3.1,339,4,15.6,0.187,1
2021-09-01T07:00,15.1,86,12.7,15.6,0,0,1027.4,2.6,344,4.7,15.7,0.187,1
2021-09-01T08:00,15.8,82,12.7,16.5,0,0,1027.4,1.5,194,5.8,16.1,0.187,1
2021-09-01T09:00,17,71,11.6,17.1,0,0,1027.4,2.3,72,9.7,17,0.186,1
2021-09-01T10:00,18,65,11.4,17.3,0,0,1027.6,7.6,19,18,18.1,0.185,1
2021-09-01T11:00,18.7,61,11.1,17.6,0,0,1027.7,9.8,28,23.4,18.9,0.184,1
2021-09-01T12:00,19.2,59,11.1,18.2,0,0,1027.4,9.2,31,23.4,19.5,0.183,1
2021-09-01T13:00,18.4,62,11,17.2,0,0,1027.6,10.4,34,22,19.6,0.183,1
2021-09-01T14:00,18.5,64,11.7,17.4,0,0,1027.4,11.4,35,24.5,19.7,0.182,1
2021-09-01T15:00,18.6,66,12.1,17.4,0.1,0,1027.1,12.4,30,25.9,19.7,0.183,1
2021-09-01T16:00,18.3,69,12.6,17.1,0,0,1026.9,13.8,28,28.4,19.6,0.182,1
2021-09-01T17:00,17.9,70,12.3,16.8,0,0,1026.6,12.8,32,28.8,19.2,0.182,1
2021-09-01T18:00,17.5,71,12.2,16.5,0,0,1026.1,11.9,35,25.9,18.8,0.181,1
2021-09-01T19:00,17.2,73,12.3,16.6,0,0,1026.2,9,29,23,18.3,0.181,1
2021-09-01T20:00,16.3,78,12.5,15.8,0,0,1026.2,9.3,16,16.2,17.7,0.181,0
2021-09-01T21:00,15.8,83,12.9,15.4,0,0,1026.4,9.1,18,16.9,17.1,0.181,0
2021-09-01T22:00,15.7,84,13.1,15.5,0,0,1026.5,8.4,25,15.8,16.8,0.181,0
2021-09-01T23:00,15.6,85,13.1,15.3,0,0,1026.6,8.5,28,14.8,16.6,0.181,0
2021-09-02T00:00,15.5,87,13.3,15.3,0,0,1026.6,8.2,38,15.5,16.4,0.181,0
2021-09-02T01:00,14.4,92,13.1,14.2,0,0,1026.9,8,54,14.8,16.7,0.179,0
2021-09-02T02:00,14.5,92,13.2,14.6,0,0,1026.7,6.3,59,14.4,16.3,0.179,0
2021-09-02T03:00,14.3,93,13.2,14.5,0,0,1026.5,5.9,52,11.2,15.9,0.179,0
2021-09-02T04:00,14.2,94,13.2,14.2,0,0,1026.1,7.1,45,12.2,15.7,0.179,0
2021-09-02T05:00,14.3,92,13.1,14.2,0,0,1025.8,7.9,47,14,15.5,0.179,0
2021-09-02T06:00,14.1,92,12.8,14,0,0,1025.5,6.8,58,14,15.4,0.179,0
2021-09-02T07:00,14.5,88,12.6,14.2,0,0,1025.7,7.9,47,13.3,15.4,0.179,1
2021-09-02T08:00,15.4,82,12.3,14.7,0,0,1025.7,9.8,54,19.4,15.8,0.178,1
2021-09-02T09:00,16.3,71,11,14.8,0,0,1025.9,12.4,64,25.9,16.5,0.178,1
2021-09-02T10:00,17.3,63,10.3,15.7,0,0,1025.8,12.2,66,27.4,17.5,0.177,1
2021-09-02T11:00,18.2,61,10.6,16.8,0,0,1025.9,10.5,74,27,18.4,0.176,1
2021-09-02T12:00,19.4,58,11,18.3,0,0,1025.5,11,79,25.6,19.6,0.175,1
2021-09-02T13:00,19.5,60,11.5,18.8,0,0,1025.2,11.4,62,26.6,20.5,0.173,1
2021-09-02T14:00,19.9,59,11.8,18.6,0,0,1024.9,12.7,65,28.1,20.9,0.171,1
2021-09-02T15:00,20.2,58,11.6,18.6,0,0,1024.4,14.4,68,30.6,21,0.17,1
2021-09-02T16:00,20.5,56,11.5,18.8,0,0,1023.9,14.6,70,30.6,21,0.169,1
2021-09-02T17:00,20.4,57,11.7,18.7,0,0,1023.3,14.8,67,31,20.7,0.168,1
2021-09-02T18:00,20,60,11.9,19.1,0,0,1022.6,10.2,48,29.5,20.3,0.168,1
2021-09-02T19:00,19,65,12.2,18.2,0,0,1022.2,10.3,36,19.1,19.5,0.168,1
2021-09-02T20:00,16.9,74,12.3,15.8,0,0,1022.3,12.8,32,21.6,18.5,0.167,0
2021-09-02T21:00,16,80,12.5,14.7,0,0,1022.4,14,42,24.8,17.6,0.167,0
2021-09-02T22:00,15.3,82,12.2,14.2,0,0,1022.3,12.5,46,24.8,16.9,0.167,0
2021-09-02T23:00,14.7,84,12.1,13.7,0,0,1022.5,11.5,46,22,16.4,0.167,0
2021-09-03T00:00,14,89,12.2,13,0,0,1022.5,11.5,49,20.2,15.9,0.167,0
2021-09-03T01:00,13.8,93,12.7,13.1,0,0,1022.1,10.7,50,19.8,15.4,0.165,0
2021-09-03T02:00,13.4,94,12.5,12.7,0,0,1021.5,10.6,55,18.7,15.1,0.165,0
2021-09-03T03:00,13.1,95,12.3,12.4,0,0,1021,9.7,59,18.7,14.9,0.165,0
2021-09-03T04:00,12.8,96,12.1,12.1,0,0,1020.6,8.8,55,16.6,14.6,0.165,0
2021-09-03T05:00,12.5,96,11.8,11.8,0,0,1020.2,8.7,52,15.5,14.3,0.166,0
2021-09-03T06:00,12.3,96,11.7,11.4,0,0,1020,9.7,51,16.6,14.1,0.166,0
2021-09-03T07:00,13,95,12.2,12,0,0,1019.9,11.2,57,19.4,14.1,0.166,1
2021-09-03T08:00,14.7,88,12.8,14,0,0,1019.9,11.4,62,22.7,14.8,0.166,1
2021-09-03T09:00,16.7,82,13.6,16.2,0,0,1020,11.1,65,24.5,16.1,0.165,1
2021-09-03T10:00,18.7,76,14.4,18.6,0,0,1019.7,10.8,64,25.2,17.6,0.165,1
2021-09-03T11:00,20.6,71,15,20.7,0,0,1019.6,12.2,62,27.7,19.2,0.164,1
2021-09-03T12:00,22.1,64,15,22.4,0,0,1019,13.5,65,30.6,20.7,0.162,1
2021-09-03T13:00,23.2,59,14.8,23.7,0,0,1018.6,12.9,72,30.6,21.9,0.16,1
2021-09-03T14:00,23.8,55,14.2,24.1,0,0,1018.1,12.1,73,28.8,22.8,0.158,1
2021-09-03T15:00,24,54,14,24,0,0,1017.6,11.3,68,27.4,23.3,0.157,1
2021-09-03T16:00,24,52,13.6,23.5,0,0,1017.1,11.4,66,25.2,23.4,0.155,1
2021-09-03T17:00,23.7,53,13.5,23.1,0,0,1016.7,11.8,67,24.5,23,0.155,1
2021-09-03T18:00,22.8,60,14.6,23,0,0,1016.4,9.3,54,23.4,22.3,0.154,1
2021-09-03T19:00,21.1,66,14.6,20.9,0,0,1016.1,12.1,37,20.9,21.4,0.154,1
2021-09-03T20:00,19.8,72,14.5,19.2,0,0,1016.6,14.8,43,26.3,20.4,0.154,0
2021-09-03T21:00,18.7,78,14.7,18.2,0,0,1017.1,14,46,26.3,19.5,0.154,0
2021-09-03T22:00,17.4,85,14.8,16.9,0,0,1017.1,14,48,25.2,18.8,0.154,0
2021-09-03T23:00,16.5,87,14.3,15.9,0,0,1017.1,13.8,51,24.8,18.1,0.154,0
2021-09-04T00:00,16,88,14.1,15.3,0,0,1016.8,13.9,53,24.5,17.6,0.154,0
2021-09-04T01:00,15.4,90,13.9,14.8,0,0,1017,12.6,59,24.5,17.3,0.151,0
2021-09-04T02:00,14.9,93,13.8,14.4,0,0,1016.5,12.1,60,22,16.8,0.151,0
2021-09-04T03:00,14.4,95,13.6,13.9,0,0,1016.3,11.8,59,21.6,16.3,0.151,0
2021-09-04T04:00,14,96,13.3,13.3,0,0,1016.2,11.8,59,20.9,15.9,0.151,0
2021-09-04T05:00,13.5,97,13,12.8,0,0,1016.1,11.7,56,21.2,15.6,0.151,0
2021-09-04T06:00,13.2,97,12.7,12.3,0,0,1016.1,12.4,60,22,15.3,0.151,0
2021-09-04T07:00,13.5,95,12.8,12.3,0,0,1016.1,14.4,58,25.6,15.1,0.151,1
2021-09-04T08:00,14.8,89,13,13.3,0,0,1016.2,17.1,68,33.1,15.6,0.151,1
2021-09-04T09:00,16.8,81,13.5,15.7,0,0,1016.3,15,69,33.5,16.6,0.151,1
2021-09-04T10:00,18.1,78,14.2,17.7,0,0,1016.4,12.6,66,31,18,0.15,1
2021-09-04T11:00,19.6,74,14.7,19.2,0,0,1016.5,13.4,70,29.9,19.4,0.15,1
2021-09-04T12:00,21,69,15.2,21.2,0,0,1016.3,13.9,73,31,20.7,0.148,1
2021-09-04T13:00,17.9,78,14,17.8,0,0,1016.8,14.4,91,31,20.6,0.157,1
2021-09-04T14:00,20.1,70,14.5,20,0,0,1016.6,11.2,92,31,21.1,0.157,1
2021-09-04T15:00,20.9,68,14.8,21.2,0.1,0,1016.3,9,90,25.9,21.3,0.157,1
2021-09-04T16:00,21.4,67,15,21.4,0.1,0,1015.7,11.1,77,23.4,21.3,0.158,1
2021-09-04T17:00,21.2,69,15.2,21.5,0,0,1015.5,10.5,74,24.8,21,0.157,1
2021-09-04T18:00,20.9,72,15.6,21.5,0,0,1015.7,8.6,68,20.5,20.7,0.157,1
2021-09-04T19:00,19.6,79,15.8,20.8,0,0,1015.8,5.3,62,16.2,20,0.157,1
2021-09-04T20:00,18.7,82,15.6,19.4,0,0,1016.4,8,54,13.7,19.2,0.157,0
2021-09-04T21:00,18.2,84,15.4,18.5,0,0,1016.6,10.2,51,17.3,18.7,0.157,0
2021-09-04T22:00,17.6,86,15.3,17.7,0,0,1017.1,11.4,62,20.2,18.2,0.157,0
2021-09-04T23:00,17,87,14.8,16.7,0.1,0,1017.1,13,66,23.4,17.8,0.157,0
2021-09-05T00:00,16.4,87,14.3,16.3,0,0,1017.3,10.8,75,23.4,17.4,0.158,0
2021-09-05T01:00,15.9,92,14.6,15.9,0,0,1017.3,10.6,66,19.1,16.7,0.153,0
2021-09-05T02:00,15.4,93,14.3,15.3,0,0,1017.2,10.4,70,19.8,16.3,0.153,0
2021-09-05T03:00,14.8,94,13.8,14.8,0,0,1017.5,8,80,18.4,15.9,0.153,0
2021-09-05T04:00,14.4,94,13.5,14.2,0,0,1017.5,9.4,72,16.6,15.5,0.153,0
2021-09-05T05:00,14.1,94,13.1,13.6,0,0,1017.4,10.2,80,18,15.2,0.153,0
2021-09-05T06:00,13.7,94,12.7,13.2,0,0,1017.7,9.4,72,18,14.8,0.153,0
2021-09-05T07:00,14,92,12.8,13.4,0,0,1018.1,10,69,16.9,14.8,0.153,1
2021-09-05T08:00,15.1,87,13,14.6,0,0,1018.6,10.4,70,20.9,15.3,0.153,1
2021-09-05T09:00,16.6,82,13.5,16.3,0,0,1019,10.1,73,23,16.4,0.153,1
2021-09-05T10:00,18.6,76,14.3,18.8,0,0,1019.4,8.7,73,23,17.8,0.153,1
2021-09-05T11:00,20.7,69,14.8,21,0,0,1019.7,8.8,71,22,19.4,0.152,1
2021-09-05T12:00,22.5,63,15,23.4,0,0,1019.4,9,74,22.7,21,0.151,1
2021-09-05T13:00,23.3,55,13.8,24,0,0,1019.3,9.2,69,22.7,22.7,0.146,1
2021-09-05T14:00,24.2,52,13.6,24,0,0,1019.1,10,69,23.4,23.3,0.144,1
2021-09-05T15:00,24.6,51,13.7,24.5,0,0,1018.9,9.1,72,23.8,23.8,0.143,1
2021-09-05T16:00,24.6,51,13.7,24.8,0,0,1018.9,7.3,70,21.2,24,0.142,1
2021-09-05T17:00,24.4,52,13.8,24.5,0,0,1018.9,7.7,62,17.6,23.8,0.141,1
2021-09-05T18:00,23.2,58,14.6,23.7,0,0,1019.1,7,55,16.2,23.1,0.141,1
2021-09-05T19:00,20.7,67,14.3,21,0,0,1019.5,7.7,49,13.7,21.9,0.14,1
2021-09-05T20:00,19,72,13.8,18.9,0,0,1020,9,53,15.5,20.5,0.14,0
2021-09-05T21:00,17.8,77,13.7,17.8,0,0,1020.4,8.4,59,15.5,19.5,0.14,0
2021-09-05T22:00,16.6,83,13.7,16.8,0,0,1020.8,6.9,62,14.4,18.5,0.14,0
2021-09-05T23:00,15.6,88,13.6,15.8,0,0,1021.1,6.6,68,11.5,17.7,0.14,0
2021-09-06T00:00,14.9,90,13.4,15.1,0,0,1021.2,6.6,81,11.5,17,0.14,0
2021-09-06T01:00,14.5,91,13.1,14.6,0,0,1021.2,5.8,97,11.2,16.3,0.134,0
2021-09-06T02:00,13.5,94,12.5,13.4,0,0,1021,6.6,99,9.4,15.8,0.134,0
2021-09-06T03:00,12.9,95,12.1,12.4,0,0,1021.1,7.4,104,9.7,15.3,0.134,0
